Name,Date,Rating,Title,Content
Mark,2025-03-16T10:58:21.000Z,1,"Gym at Piccadilly closed again,walked…","Gym at Piccadilly closed again,walked to Tottenham court gym also closed,this is at 4.30 in the morning,there always seems to be a problem with this gym,with no signage on either gym giving reasons why,unacceptable for people that use the gym early in the morning."
Hannah,2025-03-16T10:28:10.000Z,2,"Small gym, unprofessional staff.","This gym is really small, so be prepared to queue for machines if you have to go at busy times. There are often no lockers available. There are only mirrors available in the free weights area and the studio, so if these areas are full or in use there is no way to check your form. There is no Wi-Fi.I have been to a couple of classes with one instructor who was rude and unprofessional - when I had to stop an exercise during a class as I was in pain, she just laughed and told me to not do the exercise again. She spent most of the class talking about herself instead of helping people with the exercises."
customer,2025-03-16T09:58:03.000Z,1,Worcester gym was unexpectedly closed,"Worcester gym was unexpectedly closed, so I drove to the Droitwich gym. When I tried entering, got a message saying this gym was not on my plan - despite having the multi-gym membership. So I bought a day pass for £8.99, but still couldn't get in with no explanation of why.I am now out of pocket, and unable to train."
Craig Hogg,2025-03-16T09:33:57.000Z,1,Waste of money and time,Waste of money and time - paid for day pass and couldn’t access gym
customer,2025-03-16T08:34:42.000Z,4,Easy to buy a day pass online,"Easy to buy a day pass online; however, the promise that the gym is open 24-7 is not true. As I went to the gym this morning, the outside door was locked. I wasted my money."
Sean Mcintosh,2025-03-16T08:13:27.000Z,1,I purchased a day pass as my Pure Gym…,"I purchased a day pass as my Pure Gym membership location was closed. When I arrived, there was a sign on the door stating the gym was closed. A day pass shouldn’t be available for purchase if the gym isn’t open. Please arrange a refund."
customer,2025-03-16T08:01:37.000Z,5,Great easy to use gym,"Great easy to use gym, friendly and helpful staff"
Steven King,2025-03-16T07:53:34.000Z,1,Very basic and always a mess.,Very basic and always a mess.
Emma,2025-03-16T05:44:25.000Z,5,Superb gym always,Superb gym alwaysAlways love it in hereTop staff ⭐⭐⭐⭐⭐⭐⭐⭐
Rayhan,2025-03-16T02:29:05.000Z,1,I’ve created my membership today,"I’ve created my membership today , I’ve come to gym at midnight on 16th March 2025.And it’s closed due to something. This is a 24hr gym .I was very disappointed."
Muk,2025-03-19T12:23:29.000Z,3,Easy to join with clear guidelines…,Easy to join with clear guidelines given However once you’ve joined it’s really difficult to get someone to help or respond to your emails - l was trying to upgrade my membership and the system was not allowing me and there was no other help available. Had to cancel my membership due to this
customer,2025-03-16T00:49:40.000Z,1,Didn’t sign me up,Didn’t sign me up
henry patrick,2025-03-16T00:32:36.000Z,1,"Not available at all times, lack of communication with members","Random evacuations and fire alarm in this past months, temporarily closed at unstaffed hours, when they state on their site it’s available 24/7 for the whole year, turns out to be false, disappointing"
Mark Anthony Carter,2025-03-15T23:20:27.000Z,1,My first time attending and you were…,My first time attending and you were closed a little disappointed
Steven eadie,2025-03-15T23:12:37.000Z,1,Turned up to the gym after buying a day…,Turned up to the gym after buying a day pass just to find out at is shut. Some 24hour service
Malgorzata Stasiak,2025-03-15T22:40:36.000Z,3,Very small,Very small. Glad there wasn't many people otherwise will be very crowded.
Liam,2025-03-15T21:34:37.000Z,2,Great gym but I've received a £100…,Great gym but I've received a £100 parking fine for parking in the carpark outside the gym in a 24hr gym.
customer,2025-03-15T19:23:36.000Z,2,The app isn’t giving me my qr code.,The app isn’t giving me my qr code.
Xanthe,2025-03-15T14:53:56.000Z,5,"Simple sign up, looking forward to going",Very easy to understand what was on offer/available with the memberships. Clear layout and easy explanations.
Lacey-louise Halsey,2025-03-15T13:40:23.000Z,5,Enjoyable environment,Enjoyable environment
SW,2025-03-21T14:48:13.000Z,Rated,N/A,N/A
Lucy,2025-03-21T00:01:17.000Z,Rated,N/A,N/A
customer_,2025-03-21T03:50:33.000Z,Rated,N/A,N/A
customer,2025-03-21T04:32:33.000Z,Rated,N/A,N/A
Fabrice Vie,2025-03-15T11:46:55.000Z,4,Decent gym,"Decent gym, plenty of equipment, classes and PT, but oversubscribed and very busy unless you can go very early before work in the morning."
Bernard Starkey,2025-03-15T10:30:10.000Z,1,"Account not activated,tried various…","Account not activated,tried various ways to contact member services, but no answers to emails, messages."
Lisa Hamilton,2025-03-15T09:15:48.000Z,5,PureGym at Charlton is really nice,PureGym at Charlton is really nice. Jermaine is an excellent manager and takes time to acknowledge members and offer helpful advice. The equipment is really good and I prefer it to David Lloyd.
Vikki,2025-03-15T08:52:18.000Z,5,Rejoining was easy,"Rejoining was easy , even I managed it and I am useless at technology, i like the offers & discounts too"
Paul downing,2025-03-15T08:25:48.000Z,1,Paid for a day pass and changed my gym…,Paid for a day pass and changed my gym to picadially london and went there and wouldn't let me in! Then spent half an hour at door trying to contact you with no  contact details other than in app help which was useless. After many attempts to fix this i was unable and exhausted from trying any more. I then proceed to have to make another email account and change my name to apply for another day pass and then it was a success but unfortunately had to pay £15.99 on top of £9.99. It's unacceptable to have to jump through this many hoops to just use the gym on a day pass! Which you guys promote. Not impressed and would like a refund for one of the day passes. I look forward to hearing from And email for second guest pass was
Alex,2025-03-15T01:49:53.000Z,5,Very good place and great experience,Very good place and great experience
Liz Harrigan,2025-03-15T01:41:18.000Z,5,This is a brilliant gym,"This is a brilliant gym, so friendly, so inclusive,  timetable is varied and loads of different classes, coaches know their stuff, encourage everyone to go that bit further, mental and physical health improves. Well done to all the staff and gym members."
Gerson Garcia Grillo,2025-03-14T22:32:45.000Z,5,Awesome Awesome Awesome Awesome Awesome…,Awesome Awesome Awesome Awesome Awesome Awesome Awesome
Mohammed,2025-03-14T22:23:36.000Z,5,Pure Gym is a global company with…,Pure Gym is a global company with modern machines and great services. I would like to thank all the team for building this upscale community that invites people to build confidence and a better life. 🏆🏅
Marvin Quitalig,2025-03-14T22:00:22.000Z,5,I have just booked a gym membership for…,I have just booked a gym membership for my daughter. The application / joining process is straightforward. Happy so far.
Steven,2025-03-14T21:30:04.000Z,2,You put your joining prices up within a…,You put your joining prices up within a day which was disappointing I was busy at work yesterday so only had time to join today and when your on a tight budget £3 per month is a lot of money
customer,2025-03-14T20:45:34.000Z,5,Puregym is as good as any gym I've been a member of in the past,"Puregym is as good as any gym I've been a member of in the past & I now think of it as 'my' gym, as I have no complaints whatsoever. Plenty of great equipment & a pleasant enough bunch of members."
Noah Sullivan,2025-03-14T20:16:25.000Z,5,Enjoyed it alot,Very good really enjoyed it
Rob Brownhill,2025-03-14T19:09:55.000Z,5,Hi I live in France I'm staying in…,Hi I live in France I'm staying in Lincoln because my mother-in-law is poorly...PureGym was the only gym I could go to without a contract.I had the seven day pass less than £23 for seven days. Absolutely fantastic price.    I found the actual gym super clean and was given every assistance with all the equipment I needed to use. I will definitely be coming back and I'll recommend you to my friends.
customer,2025-03-14T18:32:57.000Z,5,The joining up was easy,The joining up was easy. I chose PureGym because it is local and easy to get to
CollectPlus Customer,2025-03-14T17:19:22.000Z,5,Quick and easy,Quick and easy. Clear joining information
nick smith,2025-03-14T17:00:26.000Z,2,Adjusting memberships is a bad exp and support is non-existant,"The membership page won't let me adjust which gyms I have access to citing the reason 'it's too close to your biking date'. I am sorry but this is a joke. There is no clarity around what time frame this is, and further there is no reason why I shouldn't be able to swap between gyms that have the same pricing. Even if they don't just bill me the extra 2 pounds in the next cycle. The way they address this is the worst possible way. And to add to this when you visit the 'help & contact' section on their website there is no contact possible at all. It's all just q&a articles with no actual customer support. I have been a customer for a very long time and I do like the gyms, but this experience is beyond frustrating."
Michelle Koklas,2025-03-14T16:37:18.000Z,5,I've just met Nadine in the Hitchin…,"I've just met Nadine in the Hitchin Gym. What a lovely lady! I'm 63 years old with MS and other bits & pieces going on, but she was so helpful & understanding that I signed up straight away! I will definitely recommend this PureGym to all my family and friends!"
Leanne Horn,2025-03-14T16:34:03.000Z,5,Like going to puregym at shirley really…,Like going to puregym at shirley really nice people do a class on a Monday morning he's the manger at pure gym shirley he's good and Ian on a Wednesday I love going to is class and friday with Dave lost 3 stone over a year really good
Sarah,2025-03-14T16:19:05.000Z,5,"Friendly staff ,good equipment","Friendly staff ,good equipment Very clean and wide range of classes 😊"
SW,2025-03-21T14:48:13.000Z,Rated,N/A,N/A
Lucy,2025-03-21T00:01:17.000Z,Rated,N/A,N/A
customer_,2025-03-21T03:50:33.000Z,Rated,N/A,N/A
customer,2025-03-21T04:32:33.000Z,Rated,N/A,N/A
COLIN SMART,2025-03-14T16:05:25.000Z,5,Sign up process for Puregym,"The process was very straightforward and the app very easy to use. Instructions received by email were very helpful, although some acronyms were used to describe gym access which l did not understand."
CollectPlus Customer,2025-03-14T15:53:05.000Z,5,Easy and informative.,Easy and informative.
customer,2025-03-14T14:42:44.000Z,1,find the app difficult to use and cant…,"find the app difficult to use and cant cancel my membership, now I have a fee of £40 to pay"
